,sample_id,sampling_location,data_source,latitude,longitude,sampling_date,pws_id,water_system_name,population,well_type,well_depth,units,source_type,state,city,county,MRL,DL,analytical_methods,is_detected,analyte,concentration,pfas_total,note
59,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
60,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
61,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
62,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,NMEFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
63,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
64,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFDOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
65,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFTA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
66,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFTRDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
67,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFHXA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
68,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFUNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
69,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,True,PFBS,1.7,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
70,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFHPA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
71,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFHXS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
72,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
73,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,True,PFOS,4.6,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
74,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,True,PFOA,2.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
75,,,DEP,,,2020-10-07,7010022,Littlestown Boro,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,True,PFOS+PFOA,6.6,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
76,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,11CL-PF3OUDS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
77,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
78,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,ADONA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
79,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,HFPO-DA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
80,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,NETFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
81,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,NMEFOSAA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
82,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
83,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFDOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
84,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFTA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
85,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFTRDA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
86,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFHXA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
87,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFUNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
88,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFBS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
89,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFHPA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
90,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFHXS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
91,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFNA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
92,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,True,PFOS,2.9,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
93,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,PFOA,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
94,,,DEP,,,2020-11-12,7010038,Western Cumberland Water Sys,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,True,PFOS+PFOA,2.9,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
95,,,DEP,,,2020-11-24,7010056,Adams County Facilities Center,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,11CL-PF3OUDS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
96,,,DEP,,,2020-11-24,7010056,Adams County Facilities Center,,TW,,ng/L,drinking water,Pennsylvania,,Adams,,,EPA Method 537.1,False,9CL-PF3ONS,0.0,,TW/TI = Target Well (GW)/Target Intake (SW); BW/BI = Baseline Well (GW)/Baseline Intake (SW)
